texte,niveau,category,classification,risk_decision,origin,year,month,maroc_relevant,source
"Salmonella spp. in sesame seeds from Nigeria | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | Nigeria",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Nigeria,2026,5,1,RASFF
"Ethylene oxide in HPMC capsules | dietetic foods, food supplements and fortified foods | ethylene oxide   - {pesticide residues} | ",CRITIQUE,"dietetic foods, food supplements and fortified foods",alert notification,serious,,2021,10,1,RASFF
"Aflatoxins  ( somma 14,5 ± 1,2 µg/Kg) IN HAZELNUTS WITH SHELL FROM GEORGIA | fruits and vegetables | Aflatoxin   - {mycotoxins} | Georgia",CRITIQUE,fruits and vegetables,border rejection notification,serious,Georgia,2021,10,1,RASFF
Chloorpyrifos in aubergine from Dominican Republic | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Dominican Republic,CRITIQUE,fruits and vegetables,border rejection notification,serious,Dominican Republic,2021,10,1,RASFF
Return of tuna pieces in sunflower oil from Ecuador without import control | fish and fish products |  | Ecuador,INFO,fish and fish products,information notification for attention,not serious,Ecuador,2021,10,1,RASFF
"Epimedium sagitattum in food supplement | dietetic foods, food supplements and fortified foods | Epimedium unauthorised - {GMO / novel food} | unknown origin",INFO,"dietetic foods, food supplements and fortified foods",information notification for attention,undecided,unknown origin,2021,10,1,RASFF
Chlorpyrifos-methyl in FRESH MANDARINES | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Türkiye,CRITIQUE,fruits and vegetables,border rejection notification,undecided,Türkiye,2021,10,1,RASFF
Chlorpyrifos-methy in Mandarins from Turkey  | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Türkiye,CRITIQUE,fruits and vegetables,border rejection notification,undecided,Türkiye,2021,10,1,RASFF
"Aflatoxins (58.1±4.1 µg/kg) in hazelnuts from Georgia. | nuts, nut products and seeds | aflatoxin total  - {mycotoxins} | Georgia",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Georgia,2021,10,1,RASFF
"Unauthorised novel food ingredient Coriolus in food supplement from Austria | dietetic foods, food supplements and fortified foods | Coriolus versicolor unauthorised - {GMO / novel food} | United States",INFO,"dietetic foods, food supplements and fortified foods",information notification for follow-up,undecided,United States,2021,10,1,RASFF
Black sesame (allergen) in seasoning salt from Germany | herbs and spices |  | Germany,INFO,herbs and spices,information notification for follow-up,undecided,Germany,2021,10,1,RASFF
"Unauthorised novel food tonka beans for sale on German web shop | nuts, nut products and seeds |  | Germany",INFO,"nuts, nut products and seeds",information notification for follow-up,undecided,Germany,2021,10,1,RASFF
Canned Fish Products without English Labelling from Poland | fish and fish products |  | ,INFO,fish and fish products,information notification for follow-up,undecided,,2021,10,1,RASFF
"Pesticides residues in mango from Ghana | fruits and vegetables | dimethoate   - {pesticide residues},dimethomorph   - {pesticide residues},omethoate   - {pesticide residues} | Ghana",CRITIQUE,fruits and vegetables,alert notification,serious,Ghana,2021,10,1,RASFF
mercury in frozen swordfish (Xiphias gladius) from Spain | fish and fish products | mercury   - {heavy metals} | Spain,CRITIQUE,fish and fish products,alert notification,serious,Spain,2021,10,1,RASFF
Presence of Salmonella spp. in black pepper from Brazil | herbs and spices | Salmonella spp.  - {pathogenic micro-organisms} | Brazil,CRITIQUE,herbs and spices,border rejection notification,serious,Brazil,2021,10,1,RASFF
chlorpyriphos-methyl in lemons from Turkey | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,CRITIQUE,fruits and vegetables,border rejection notification,serious,Türkiye,2021,10,1,RASFF
"aflatoxins (B1 = 9.0 µg/kg - ppb) in hazelnut kernels from Georgia | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins} | Georgia",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Georgia,2021,10,1,RASFF
CHLORPYRIFOS-METHYL in MANDARINE from Turkey  | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Türkiye,CRITIQUE,fruits and vegetables,border rejection notification,undecided,Türkiye,2021,10,1,RASFF
Salmonella (presence /25g) in dried Mexican pimento from Mexico | herbs and spices | Salmonella group C  - {pathogenic micro-organisms} | Mexico,CRITIQUE,herbs and spices,alert notification,serious,Mexico,2021,10,1,RASFF
Chloorpyrifos in chili peppers from Uganda | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Uganda,CRITIQUE,fruits and vegetables,border rejection notification,serious,Uganda,2021,10,1,RASFF
Anisakis in chilled silver scabbardfish (Lepidopus caudatus) from Morocco | fish and fish products |  | Morocco,CRITIQUE,fish and fish products,border rejection notification,not serious,Morocco,2021,10,1,RASFF
Quinalphos in peppers from India  | fruits and vegetables | pesticide residues   - {pesticide residues} | India,CRITIQUE,fruits and vegetables,border rejection notification,undecided,India,2021,10,1,RASFF
unauthorised substance monocrotophos in drumsticks (Moringa oleifera) from India | fruits and vegetables | monocrotophos  unauthorised substance - {pesticide residues} | India,INFO,fruits and vegetables,information notification for attention,undecided,India,2021,10,1,RASFF
Foreign material (wood fragments) in Long Grain Rice | cereals and bakery products |  | Netherlands,CRITIQUE,cereals and bakery products,alert notification,serious,Netherlands,2021,10,1,RASFF
"High microbial count in food supplement from Italy | dietetic foods, food supplements and fortified foods | high bacterial count   - {non-pathogenic micro-organisms} | Italy",INFO,"dietetic foods, food supplements and fortified foods",information notification for attention,not serious,Italy,2021,10,1,RASFF
Too high level of benzoic acid in shrimp from the Netherlands | fish and fish products |  | Netherlands,INFO,fish and fish products,information notification for attention,not serious,Netherlands,2021,10,1,RASFF
Chlorpyrifos in wheat flour from United Arab Emirates | cereals and bakery products | chlorpyrifos-methyl   - {pesticide residues} | United Arab Emirates,INFO,cereals and bakery products,information notification for attention,undecided,United Arab Emirates,2021,10,1,RASFF
high content of E 300 - ascorbic acid in thawed yellowfin tuna loins (Thunnus albacares) from Spain | fish and fish products | E 300 - ascorbic acid  unauthorised - {food additives and flavourings} | Spain,INFO,fish and fish products,information notification for attention,not serious,Spain,2021,10,1,RASFF
"Iprodione, triadimenol and in penconazole in vacuum-packed vine leaves in brine from Turkey, via the Netherlands | fruits and vegetables | boscalid   - {pesticide residues},iprodione   - {pesticide residues},lambda-cyhalothrin   - {pesticide residues},metalaxyl   - {pesticide residues},penconazole   - {pesticide residues},triadimenol   - {pesticide residues} | Türkiye",CRITIQUE,fruits and vegetables,alert notification,serious,Türkiye,2021,10,1,RASFF
"Mineral oil in raisins from Iran, packaged in Slovakia | fruits and vegetables | mineral oil   - {environmental pollutants} | Iran",INFO,fruits and vegetables,information notification for follow-up,not serious,Iran,2021,10,1,RASFF
high content of E 300 - ascorbic acid in thawed vacuum-packed yellowfin tuna loins (Thunnus albacares) from Spain | fish and fish products | E 300 - ascorbic acid  unauthorised - {food additives and flavourings} | Spain,INFO,fish and fish products,information notification for attention,not serious,Spain,2021,10,1,RASFF
"Elevated levels of aflatoxins in ground melon seeds from Nigeria, via Belgium | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Nigeria",CRITIQUE,"nuts, nut products and seeds",alert notification,serious,Nigeria,2021,10,1,RASFF
Chlorpyrifos in oranges from Egypt | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Egypt,INFO,fruits and vegetables,information notification for attention,undecided,Egypt,2021,10,1,RASFF
"thiamethoxam and unauthorised substance tricyclazole in various rice varieties from India | cereals and bakery products | thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues} | India",INFO,cereals and bakery products,information notification for attention,undecided,India,2021,10,1,RASFF
high content of E 300 - ascorbic acid in thawed yellowfin tuna loins (Thunnus albacares) from Spain | fish and fish products | E 300 - ascorbic acid  unauthorised - {food additives and flavourings} | Spain,INFO,fish and fish products,information notification for follow-up,not serious,Spain,2021,10,1,RASFF
Depasire LMA pesticid  Lambda-Cyhalothrin in rodii origineTurcia /Exceeding MRL Lambda-Cyhalothrin in pomegranate from Turkey | fruits and vegetables | lambda-cyhalothrin   - {pesticide residues} | Türkiye,INFO,fruits and vegetables,information notification for attention,no risk,Türkiye,2021,10,1,RASFF
Presence of unauthorised E150 c in yellowstripe scad from Thailand | fish and fish products |  | Thailand,INFO,fish and fish products,information notification for follow-up,not serious,Thailand,2021,10,1,RASFF
Chlorate in pumpkin cubes iqf | fruits and vegetables | chlorate  unauthorised substance - {pesticide residues} | Germany,CRITIQUE,fruits and vegetables,alert notification,serious,Germany,2021,10,1,RASFF
Vero/shigatoxin-producing Escherichia coli in frozen herb mix from Germany | herbs and spices | Escherichia coli shigatoxin-producing  - {pathogenic micro-organisms} | Germany,CRITIQUE,herbs and spices,alert notification,serious,Germany,2021,10,1,RASFF
"aflatoxin B1 (20,6 ± 5,1 µg/kg and sum of aflatoxins (22,0 ± 5,5 µg/kg) in hazelnuts from Georgia | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Georgia",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Georgia,2021,10,1,RASFF
"glycidyl esters and 3-monochlor-1,2-propanediol (3-MCPD) in fortified powder from the Netherlands | dietetic foods, food supplements and fortified foods | 3-monochlor-1,2-propanediol (3-MCPD)   - {industrial contaminants},glycidyl esters   - {industrial contaminants} | Netherlands",CRITIQUE,"dietetic foods, food supplements and fortified foods",alert notification,serious,Netherlands,2021,10,1,RASFF
"ETO in Nettle Root Extract from China | dietetic foods, food supplements and fortified foods | ethylene oxide   - {pesticide residues} | China",CRITIQUE,"dietetic foods, food supplements and fortified foods",alert notification,serious,China,2021,10,1,RASFF
chlorpyriphos-Methyl in lemons from Turkey | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,CRITIQUE,fruits and vegetables,border rejection notification,serious,Türkiye,2021,10,1,RASFF
Salmonella spp. in spearmint leaves rubbed from Egypt | herbs and spices |  | Egypt,CRITIQUE,herbs and spices,alert notification,serious,Egypt,2021,10,1,RASFF
Chlorpyrifos-methyl in mandarines from Turkey  | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Türkiye,CRITIQUE,fruits and vegetables,border rejection notification,undecided,Türkiye,2021,10,1,RASFF
fenvalerate in fresh mandarines from Turkey  | fruits and vegetables | fenvalerate   - {pesticide residues} | Türkiye,CRITIQUE,fruits and vegetables,border rejection notification,serious,Türkiye,2021,10,1,RASFF
Mercury in chilled swordfish from Spain | fish and fish products | mercury   - {heavy metals} | Spain,CRITIQUE,fish and fish products,information notification for attention,serious,Spain,2021,10,1,RASFF
"Ethylene oxide in Ashwaganda powder from India | dietetic foods, food supplements and fortified foods | ethylene oxide   - {pesticide residues} | India,Slovenia",CRITIQUE,"dietetic foods, food supplements and fortified foods",alert notification,serious,"India,Slovenia",2021,10,1,RASFF
"unauthorised substance chlorpyrifos (0,017 mg/kg - ppm) in whole wheat from India | nuts, nut products and seeds | chlorpyrifos   - {pesticide residues} | India",INFO,"nuts, nut products and seeds",information notification for attention,undecided,India,2021,10,1,RASFF
Listeria monocytogenes in smoked trout filet | fish and fish products | Listeria monocytogenes  - {pathogenic micro-organisms} | Poland,CRITIQUE,fish and fish products,information notification for attention,serious,Poland,2021,10,1,RASFF
high values of ascorbic acid in thawed yellowfin tuna loins (Thunnus albacares) | fish and fish products | E 300 - ascorbic acid  unauthorised - {food additives and flavourings} | Spain,INFO,fish and fish products,information notification for follow-up,not serious,Spain,2021,10,1,RASFF
Undeclared allergen egg | cereals and bakery products |  | Sweden,CRITIQUE,cereals and bakery products,alert notification,serious,Sweden,2021,10,1,RASFF
"Unauthorised substance ethylene oxide in food supplements from the Netherlands | dietetic foods, food supplements and fortified foods | ethylene oxide   - {pesticide residues} | Netherlands",CRITIQUE,"dietetic foods, food supplements and fortified foods",alert notification,serious,Netherlands,2021,10,1,RASFF
"Dimethoat and chlorpyrifos  in  Oranges from Egypt | fruits and vegetables | chlorpyrifos   - {pesticide residues},dimethoate   - {pesticide residues} | Egypt",INFO,fruits and vegetables,information notification for attention,undecided,Egypt,2021,10,1,RASFF
Bread mix containing large pieces of soybean shells | cereals and bakery products |  | Denmark,CRITIQUE,cereals and bakery products,alert notification,serious,Denmark,2021,10,1,RASFF
Unauthorised substance chlorpyrifos in Nashi Pears from China | fruits and vegetables | chlorpyrifos   - {pesticide residues} | China,CRITIQUE,fruits and vegetables,information notification for attention,serious,China,2021,10,1,RASFF
unauthorised substance chlorpyrifos in oranges from Egypt | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Egypt,CRITIQUE,fruits and vegetables,border rejection notification,undecided,Egypt,2021,10,1,RASFF
Foreign bodies (glass fragments) in sour cherries in glass jar from Hungary | fruits and vegetables |  | Hungary,CRITIQUE,fruits and vegetables,alert notification,serious,Hungary,2021,10,1,RASFF
chlorpyrifos-methyl in capia peppers from Turkey | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Türkiye,INFO,fruits and vegetables,information notification for attention,undecided,Türkiye,2021,10,1,RASFF
"Pesticide residues in vine leaves from Turkey | fruits and vegetables | famoxadone   - {pesticide residues},fluopyram   - {pesticide residues},indoxacarb   - {pesticide residues},methoxyfenozide   - {pesticide residues},metrafenone    - {pesticide residues},pyrimethanil   - {pesticide residues} | Türkiye",INFO,fruits and vegetables,information notification for follow-up,not serious,Türkiye,2021,10,1,RASFF
Unauthorised pesticide residue (bromide) in basmati rice from India. | cereals and bakery products | bromide   - {pesticide residues} | India,CRITIQUE,cereals and bakery products,border rejection notification,undecided,India,2021,10,1,RASFF
undeclared cashew nuts in frozen pizza from Italy | cereals and bakery products |  | Italy,CRITIQUE,cereals and bakery products,alert notification,serious,Italy,2021,10,1,RASFF
"unauthorised novel food ingredient Epimedium in food supplement | dietetic foods, food supplements and fortified foods | Epimedium unauthorised - {GMO / novel food} | unknown origin",INFO,"dietetic foods, food supplements and fortified foods",information notification for attention,undecided,unknown origin,2021,10,1,RASFF
"Presence of pesticides in rambutan from Vietnam  | fruits and vegetables | clothianidin   - {pesticide residues},cypermethrin   - {pesticide residues},imidacloprid   - {pesticide residues},permethrin  unauthorised substance - {pesticide residues},profenofos  unauthorised substance - {pesticide residues},thiamethoxam   - {pesticide residues} | Vietnam",INFO,fruits and vegetables,information notification for attention,undecided,Vietnam,2021,10,1,RASFF
"Salmonella enterica ser. Cerro in organic sesame seeds from Ethiopia | nuts, nut products and seeds | Salmonella Cerro  - {pathogenic micro-organisms} | Ethiopia",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Ethiopia,2021,10,1,RASFF
"Foreign bodies (soy plant stems) in soy hulls from Austria | cereals and bakery products |  | Austria,Belgium",CRITIQUE,cereals and bakery products,alert notification,serious,"Austria,Belgium",2021,10,1,RASFF
Samonella Javiana in black pepper from Brazil | herbs and spices | Salmonella spp.  - {pathogenic micro-organisms} | Brazil,CRITIQUE,herbs and spices,border rejection notification,serious,Brazil,2021,10,1,RASFF
"Epimedium in food supplements | dietetic foods, food supplements and fortified foods | Epimedium unauthorised - {GMO / novel food} | United States",INFO,"dietetic foods, food supplements and fortified foods",information notification for attention,undecided,United States,2021,10,1,RASFF
"tetrahydrocannabinol (THC) in CBD oils from the Netherlands | dietetic foods, food supplements and fortified foods | tetrahydrocanabinol (THC)   - {biological contaminants} | Netherlands",CRITIQUE,"dietetic foods, food supplements and fortified foods",alert notification,serious,Netherlands,2021,10,1,RASFF
"Pesticide residues in wheat flour from India | cereals and bakery products | chlorpyrifos   - {pesticide residues},fipronil  unauthorised substance - {pesticide residues} | India",INFO,cereals and bakery products,information notification for attention,undecided,India,2021,10,1,RASFF
"Tebuconazole (2,10 ± 1,05 mg/kg) in spelt wheat from Ukraine | cereals and bakery products | tebuconazole   - {pesticide residues} | Ukraine",CRITIQUE,cereals and bakery products,border rejection notification,serious,Ukraine,2021,10,1,RASFF
mercury in chilled swordfish (Xiphias gladius) from France | fish and fish products | mercury   - {heavy metals} | France,CRITIQUE,fish and fish products,alert notification,serious,France,2021,10,1,RASFF
Especie vegetal (Amaranthus quitensis) no autorizada-infusiones-Ecuador // Unauthorized vegetable species (Amaranthus quitensis)-infusions-Ecuador | herbs and spices |  | Ecuador,CRITIQUE,herbs and spices,border rejection notification,undecided,Ecuador,2021,10,1,RASFF
 Propiconazole residues in oranges from Uruguay | fruits and vegetables | propiconazole   - {pesticide residues} | Uruguay,CRITIQUE,fruits and vegetables,border rejection notification,no risk,Uruguay,2021,10,1,RASFF
"Presence of pesticides in guavas from Bangladesh | fruits and vegetables | acetamiprid   - {pesticide residues},chlorpyrifos-methyl   - {pesticide residues},fenpropathrin   - {pesticide residues},methomyl unauthorised substance  - {pesticide residues} | Bangladesh",CRITIQUE,fruits and vegetables,information notification for attention,serious,Bangladesh,2021,10,1,RASFF
"unauthorised novel food chaparral leaves (Larrea tridentata) from the United States | dietetic foods, food supplements and fortified foods | novel food  unauthorised - {novel food} | United States",CRITIQUE,"dietetic foods, food supplements and fortified foods",information notification for attention,serious,United States,2021,10,1,RASFF
perchlorate in frozen green beans | fruits and vegetables | perchlorate   - {environmental pollutants} | Belgium,CRITIQUE,fruits and vegetables,alert notification,undecided,Belgium,2021,10,1,RASFF
rejection - lack of official certification during documentary check | fruits and vegetables |  | Kosovo,CRITIQUE,fruits and vegetables,border rejection notification,not serious,Kosovo,2021,10,1,RASFF
foreign body (human tooth) in frozen chocolate pastry from France | cereals and bakery products |  | France,INFO,cereals and bakery products,information notification for follow-up,undecided,France,2021,10,1,RASFF
"unauthorised substance chlorpyrifos-methyl in red grapefruits from Turkey, via the Czech Republic | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye",INFO,fruits and vegetables,information notification for attention,not serious,Türkiye,2021,10,1,RASFF
Pesticides residues in fresh oranges from Argentina | fruits and vegetables | propiconazole   - {pesticide residues} | Argentina,CRITIQUE,fruits and vegetables,border rejection notification,serious,Argentina,2021,10,1,RASFF
Clorpyrifos-methyl in fresh pepper from Turkey  | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,CRITIQUE,fruits and vegetables,border rejection notification,undecided,Türkiye,2021,10,1,RASFF
"Unauthorized novel food Angelica sinensis in food supplement from Austria | dietetic foods, food supplements and fortified foods | novel food ingredient   - {novel food} | Austria",INFO,"dietetic foods, food supplements and fortified foods",information notification for follow-up,undecided,Austria,2021,10,1,RASFF
Salmonella in black pepper | herbs and spices | Salmonella spp.  - {pathogenic micro-organisms} | Brazil,CRITIQUE,herbs and spices,border rejection notification,serious,Brazil,2021,10,1,RASFF
Salmonella in black pepper | herbs and spices | Salmonella spp.  - {pathogenic micro-organisms} | Brazil,CRITIQUE,herbs and spices,border rejection notification,serious,Brazil,2021,10,1,RASFF
"Ethylene oxide in food supplement from Switzerland | dietetic foods, food supplements and fortified foods | ethylene oxide   - {pesticide residues} | Switzerland",CRITIQUE,"dietetic foods, food supplements and fortified foods",alert notification,serious,Switzerland,2021,10,1,RASFF
"High levels of aflatoxins in hazelnut kernel from Georgia | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Georgia",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Georgia,2021,10,1,RASFF
unauthorised substance chlorpyrifos in oranges from Egypt | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Egypt,CRITIQUE,fruits and vegetables,border rejection notification,undecided,Egypt,2021,10,1,RASFF
excessive hydrocyanic acid content in apricot kernels from Germany | fruits and vegetables | chemical contamination  risk - {chemical contamination (other)} | Germany,CRITIQUE,fruits and vegetables,alert notification,serious,Germany,2021,10,1,RASFF
Aflatoxins in ground nutmeg | herbs and spices | aflatoxin total  - {mycotoxins} | Sri Lanka,CRITIQUE,herbs and spices,alert notification,serious,Sri Lanka,2021,10,1,RASFF
"Ethylene oxide in Isabgol seeds from India | nuts, nut products and seeds | ethylene oxide   - {pesticide residues} | India",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,India,2021,10,1,RASFF
high content of E 300 - ascorbic acid in thawed yellowfin tuna loins (Thunnus albacares) from Spain | fish and fish products | E 300 - ascorbic acid  unauthorised - {food additives and flavourings} | Spain,INFO,fish and fish products,information notification for follow-up,not serious,Spain,2021,10,1,RASFF
"Insects in pistachios from United States | nuts, nut products and seeds | insects larvae infested with - {foreign bodies} | United States",CRITIQUE,"nuts, nut products and seeds",border rejection notification,not serious,United States,2021,10,1,RASFF
"aflatoxin B1 in blanched hazelnut kernels from Georgia | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins} | Georgia",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Georgia,2021,10,1,RASFF
"recall from consumers of bread mix from Germany, containing sesame seeds exceeding the MRL for EO  | cereals and bakery products | ethylene oxide   - {pesticide residues} | Belgium,Germany",CRITIQUE,cereals and bakery products,alert notification,serious,"Belgium,Germany",2021,10,1,RASFF
"Dimethoate and omethoate in chili peppers from Uganda | fruits and vegetables | dimethoate   - {pesticide residues},omethoate   - {pesticide residues} | Uganda",CRITIQUE,fruits and vegetables,border rejection notification,serious,Uganda,2021,10,1,RASFF
"Aflatoxin in Peanuts | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | India",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,India,2021,10,1,RASFF
"Chlorpyrifos, Dimethoate and omethoate residues in Yard long beans from Dominican Republic | fruits and vegetables | chlorpyrifos   - {pesticide residues},dimethoate   - {pesticide residues},omethoate   - {pesticide residues} | Dominican Republic",CRITIQUE,fruits and vegetables,border rejection notification,serious,Dominican Republic,2021,10,1,RASFF
cold chain break in fillets of searobin (Lepidotrigla microptera) | fish and fish products |  | China,CRITIQUE,fish and fish products,border rejection notification,not serious,China,2021,10,1,RASFF
Larvae of insects and mould on fresh rosehips from Ukraine | fruits and vegetables |  | Ukraine,CRITIQUE,fruits and vegetables,border rejection notification,not serious,Ukraine,2021,10,1,RASFF
"unauthorised novel food (coutarea latiflora dc) in food supplement (diabeforz) from spain | dietetic foods, food supplements and fortified foods |  | Spain",INFO,"dietetic foods, food supplements and fortified foods",information notification for follow-up,undecided,Spain,2021,10,1,RASFF
high content of E 300 - ascorbic acid in thawed yellowfin tuna loins (Thunnus albacares) from Spain | fish and fish products | E 300 - ascorbic acid  unauthorised - {food additives and flavourings} | Spain,INFO,fish and fish products,information notification for follow-up,not serious,Spain,2021,10,1,RASFF
chlorpyrifos-methyl in chickpeas | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Spain,CRITIQUE,fruits and vegetables,alert notification,serious,Spain,2021,10,1,RASFF
Salmonella in black pepper from Brazil | herbs and spices | Salmonella spp.  - {pathogenic micro-organisms} | Brazil,CRITIQUE,herbs and spices,border rejection notification,serious,Brazil,2021,10,1,RASFF
propiconazole residues- oranges - Uruguay | fruits and vegetables | propiconazole   - {pesticide residues} | Uruguay,CRITIQUE,fruits and vegetables,border rejection notification,undecided,Uruguay,2021,10,1,RASFF
propiconazole residues- oranges - Uruguay | fruits and vegetables | propiconazole   - {pesticide residues} | Uruguay,CRITIQUE,fruits and vegetables,border rejection notification,undecided,Uruguay,2021,10,1,RASFF
imazalil over the MRL in bananas from Ecuador | fruits and vegetables | imazalil   - {pesticide residues} | Ecuador,CRITIQUE,fruits and vegetables,border rejection notification,serious,Ecuador,2021,10,1,RASFF
"spoilage of frozen hake fillets from Ecuador, dispatched from Germany | fish and fish products |  | ",INFO,fish and fish products,information notification for follow-up,not serious,,2021,10,1,RASFF
Salmonella in Brazilian black pepper | herbs and spices | Salmonella  enteritidis  - {pathogenic micro-organisms} | Brazil,CRITIQUE,herbs and spices,border rejection notification,serious,Brazil,2021,10,1,RASFF
"Incorrect documentation | nuts, nut products and seeds |  | Türkiye",CRITIQUE,"nuts, nut products and seeds",border rejection notification,not serious,Türkiye,2021,10,1,RASFF
Acetamiprid in fresh pepper | fruits and vegetables | acetamiprid   - {pesticide residues} | Türkiye,CRITIQUE,fruits and vegetables,border rejection notification,serious,Türkiye,2021,10,1,RASFF
"yohimbe in food suplements from USA | dietetic foods, food supplements and fortified foods |  | United States",CRITIQUE,"dietetic foods, food supplements and fortified foods",information notification for attention,serious,United States,2021,9,1,RASFF
Sulphite undeclared as an allergen in biscuits | cereals and bakery products | sulphite  undeclared - {allergens} | Saudi Arabia,CRITIQUE,cereals and bakery products,alert notification,serious,Saudi Arabia,2021,9,1,RASFF
cocoa and cream roll cake from Poland infested with moulds | cereals and bakery products |  | ,INFO,cereals and bakery products,information notification for follow-up,not serious,,2021,9,1,RASFF
foodborne outbreak suspected to be caused by histamine in chilled mackerel  | fish and fish products | histamine generating bacteria   - {pathogenic micro-organisms} | unknown origin,CRITIQUE,fish and fish products,information notification for attention,serious,unknown origin,2021,9,1,RASFF
"Salmonella spp. in organic ashwagandha powder from India | dietetic foods, food supplements and fortified foods | Salmonella Weltevreden  - {pathogenic micro-organisms} | India",CRITIQUE,"dietetic foods, food supplements and fortified foods",alert notification,serious,India,2021,9,1,RASFF
"2-chloroethanol in food supplements from the United Kingdom | dietetic foods, food supplements and fortified foods |  | United Kingdom",CRITIQUE,"dietetic foods, food supplements and fortified foods",alert notification,serious,United Kingdom,2021,9,1,RASFF
"propiconazole and unauthorised substances chlorpyrifos, ethylene oxide (sum of EO and 2-CE expressed as EO: 105 ppm), profenofos and triazophos in dried dill seeds from Lebanon, via the Netherlands  | herbs and spices | chlorpyrifos   - {pesticide residues},ethylene oxide   - {pesticide residues},profenofos  unauthorised substance - {pesticide residues},propiconazole   - {pesticide residues},triazophos   - {pesticide residues} | Lebanon",CRITIQUE,herbs and spices,alert notification,serious,Lebanon,2021,9,1,RASFF
small glass fragments in lettuce from the Netherlands | fruits and vegetables |  | Netherlands,CRITIQUE,fruits and vegetables,alert notification,serious,Netherlands,2021,9,1,RASFF
"unauthorised substance ethylene oxide (sum of ethylene oxide and 2-chloroethanol expressed as ethylene oxide: >50 ppm) in organic bamboo extract from India, via France, used in food supplements manufactured in Belgium | dietetic foods, food supplements and fortified foods | 2-chloroethanol   - {pesticide residues},ethylene oxide   - {pesticide residues} | Belgium,France,India",CRITIQUE,"dietetic foods, food supplements and fortified foods",alert notification,serious,"Belgium,France,India",2021,9,1,RASFF
"Dimethoate and omethoate in chili peppers from Uganda  | fruits and vegetables | dimethoate   - {pesticide residues},omethoate   - {pesticide residues} | Uganda",CRITIQUE,fruits and vegetables,border rejection notification,serious,Uganda,2021,9,1,RASFF
"Aflatoxin B1 (3,0 ± 0,45 µg/kg ) in groundnuts from USA | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins} | United States",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,United States,2021,9,1,RASFF
"Aflatoxins in pistachio kernels from the Islamic Republic of Iran | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Iran",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Iran,2021,9,1,RASFF
Chlorpyriphos-methyl in lemons from Turkey | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,INFO,fruits and vegetables,information notification for attention,undecided,Türkiye,2021,9,1,RASFF
unauthorised substance chlorpyrifos in white table grapes from Italy | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Italy,INFO,fruits and vegetables,information notification for attention,undecided,Italy,2021,9,1,RASFF
Glycidol in bakery products from Sri Lanka via the Netherlands | cereals and bakery products | glycidyl esters   - {industrial contaminants} | Sri Lanka,CRITIQUE,cereals and bakery products,alert notification,serious,Sri Lanka,2021,9,1,RASFF
Mercury in chilled swordfish (Xiphias gladius) from Spain | fish and fish products | mercury   - {heavy metals} | Spain,CRITIQUE,fish and fish products,information notification for attention,serious,Spain,2021,9,1,RASFF
