texte,niveau,source
"Salmonella spp. in sesame seeds from Nigeria | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | Nigeria",CRITIQUE,RASFF
Consumer risk of Listeria monocytogenes by unlawful change of manufacturer specification  | fruits and vegetables |  | Hungary,CRITIQUE,RASFF
"Ethylene oxide in buckwheat flour | cereals and bakery products |  | China,France",INFO,RASFF
"Aflatoxins in dried figs from Turkey | fruits and vegetables | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | ",CRITIQUE,RASFF
pyridaben in fresh pepper from Turkey  | fruits and vegetables | pyridaben   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
Dimethoate in guavas from Egypt | fruits and vegetables | dimethoate   - {pesticide residues} | Egypt,CRITIQUE,RASFF
CHEDP.ES.2021.0008851R | fish and fish products |  | China,CRITIQUE,RASFF
"Aflatoxins in dried figs from Turkey | fruits and vegetables | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,RASFF
Salmonella in gray fish powder from the Netherlands | fish and fish products | Salmonella spp.  - {pathogenic micro-organisms} | Netherlands,CRITIQUE,RASFF
"Aflatoxins in dried figs from Turkey | fruits and vegetables | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,RASFF
"Aflatoxins in dried, chopped figs from Turkey | fruits and vegetables | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,RASFF
Undeclared allergen (hazelnut) | cereals and bakery products | hazelnut  undeclared - {allergens} | Italy,CRITIQUE,RASFF
Pflanzenschutzmittelwirkstoff Tricyclazol in Basmati Reis /// residue level above MRL for Tricyclazole in Basmati rice  | cereals and bakery products | pesticide residues   - {pesticide residues} | Netherlands,INFO,RASFF
"Aflatoxins in dried figs from Turkey | fruits and vegetables | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,RASFF
"Aflatoxins in dried figs from Turkey | fruits and vegetables | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,RASFF
"No mention of allergenic crustaceans in Arti plus  | dietetic foods, food supplements and fortified foods |  | Netherlands",CRITIQUE,RASFF
Undeclared allergen | cereals and bakery products |  | Germany,CRITIQUE,RASFF
"Unauthorized substance ethylene oxide in hulled organic sesame seeds from India  | nuts, nut products and seeds | ethylene oxide   - {pesticide residues} | India",CRITIQUE,RASFF
Chlorpyrifos-methyl in fresh pepper from Turkey | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
Salmonella Give in Turmeric Powder 2% curcumine | herbs and spices | Salmonella Give  - {pathogenic micro-organisms} | India,CRITIQUE,RASFF
"ergot in rye from Poland originating from Germany | nuts, nut products and seeds | rye ergot (Claviceps purpurea)   - {natural toxins (other)} | Germany",CRITIQUE,RASFF
Pesticide residue of chlorpyrifos in grapefruits from Turkey | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
Acetamiprid in fresh peppers from Turkey  | fruits and vegetables | acetamiprid   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
tebufenpyrad in fresh peppers from Turkey  | fruits and vegetables | tebufenpyrad   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
pyrrolizidine alkaloids (8895 µg/kg) in oregano from Turkey  | herbs and spices | pyrrolizidine alkaloids   - {natural toxins (other)} | Türkiye,CRITIQUE,RASFF
Enrofloxacin in frozen rainbow trout from Turkey | fish and fish products | enrofloxacin  residue level above MRL - {residues of veterinary medicinal products} | Türkiye,INFO,RASFF
"Unauthorized online sale of DNP (2,4-Dinitrophenol) as food supplement from Czech Republic | dietetic foods, food supplements and fortified foods |  | ",CRITIQUE,RASFF
"unauthorised substance L-norvaline in food supplement from the United States | dietetic foods, food supplements and fortified foods |  | unknown origin",INFO,RASFF
"Unauthorized online sale of DNP (2,4-Dinitrophenol) as food supplement from Turkey | dietetic foods, food supplements and fortified foods |  | ",CRITIQUE,RASFF
ascorbic acid above the maximum permitted limit | fish and fish products | E 300 - ascorbic acid  unauthorised - {food additives and flavourings} | Spain,INFO,RASFF
"high level of alkalinity (pH: 11.7) in unauthorised novel food base concentrate from Germany | dietetic foods, food supplements and fortified foods | novel food  unauthorised - {novel food} | Germany",CRITIQUE,RASFF
Ethylene oxide in peppers  | fruits and vegetables | ethylene oxide   - {pesticide residues} | Uganda,CRITIQUE,RASFF
"Unauthorized substance ethylene oxide in sesame seeds from the United Kingdom | nuts, nut products and seeds | ethylene oxide   - {pesticide residues} | United Kingdom",CRITIQUE,RASFF
Ethylene oxide in peppers | fruits and vegetables | ethylene oxide   - {pesticide residues} | Uganda,CRITIQUE,RASFF
Chlorpyrifos-methyl  in fresh pepper from Turkey  | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
"THC in CBD-rich whole extract (food supplement) from Austria | dietetic foods, food supplements and fortified foods | tetrahydrocanabinol (THC)   - {biological contaminants} | Austria",INFO,RASFF
"Increased iodine content in roasted seaweed leaves from China, via Poland | fruits and vegetables | iodine  high content - {composition} | China",INFO,RASFF
"Chlorpyrifos in ground cumin from India, via the United Kingdom | herbs and spices | chlorpyrifos   - {pesticide residues} | India",INFO,RASFF
"Unauthorized substance ethylene oxide in organic black sesame from India | nuts, nut products and seeds | ethylene oxide   - {pesticide residues} | India",CRITIQUE,RASFF
Attempt to illegally import (unsatisfactory identity check) frozen codfish filets from China | fish and fish products |  | China,INFO,RASFF
"CBD oil traded online via www.swissoriginalcannabis.com | dietetic foods, food supplements and fortified foods | cannabidiol (CBD)  unauthorised novel food ingredient - {novel food} | Switzerland",INFO,RASFF
"aflatoxin in Egypt groundnuts | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Egypt",CRITIQUE,RASFF
"Ethylene oxide in hulled sesame seeds from India | nuts, nut products and seeds | ethylene oxide   - {pesticide residues} | India",CRITIQUE,RASFF
"Ochratoxine A in broken nutmegs | nuts, nut products and seeds | ochratoxin A   - {mycotoxins} | Indonesia",CRITIQUE,RASFF
Unauthorized substance ethylene oxide in ground organic ginger from India | herbs and spices | ethylene oxide   - {pesticide residues} | India,CRITIQUE,RASFF
"Unauthorized novel food emu oil as food supplement | dietetic foods, food supplements and fortified foods |  | Australia",CRITIQUE,RASFF
"Salmonella (S. Kiambu, S. Ealing, S. Newport) in black pepper from Brazil | herbs and spices | Salmonella  enteritidis  - {pathogenic micro-organisms} | Brazil",CRITIQUE,RASFF
"Unauthorised substance ethylene oxide in sesame seeds | nuts, nut products and seeds | ethylene oxide   - {pesticide residues} | Germany,India",CRITIQUE,RASFF
"aflatoxins in nutmeg from indonesia | herbs and spices | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Indonesia",CRITIQUE,RASFF
"Unauthorized substance ethylene oxide in hulled organic sesame seeds from India | nuts, nut products and seeds | ethylene oxide   - {pesticide residues} | France,Germany,India",CRITIQUE,RASFF
"CBD products trades online, www.formulaswiss.dk and www.formulaswiss.com | dietetic foods, food supplements and fortified foods |  | Switzerland",INFO,RASFF
Glycidyl fatty acid esters in cookies from Saudi Arabia via the Netherlands | cereals and bakery products | glycidyl esters   - {industrial contaminants} | Saudi Arabia,CRITIQUE,RASFF
Aflatoxines in black pepper  | herbs and spices | Aflatoxin B1   - {mycotoxins} | Indonesia,CRITIQUE,RASFF
Chlorpyrifos-methyl in grapefruits from Turkey | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,INFO,RASFF
mercury in swordfish from Morocco | fish and fish products | mercury   - {heavy metals} | Morocco,CRITIQUE,RASFF
"Exceedance of maximum residue limits for acephate and monocrotophos in drumsticks (Moringa oleifera) from India | fruits and vegetables | acephate  unauthorised substance - {pesticide residues},monocrotophos  unauthorised substance - {pesticide residues} | India",INFO,RASFF
Iprodione in grapes from Peru | fruits and vegetables | iprodione   - {pesticide residues} | Peru,INFO,RASFF
prochloraz in lemons from Turkey | fruits and vegetables | prochloraz   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
"Unauthorized substances and novel food ingredients in food supplements from the United States, via the United Kingdom | dietetic foods, food supplements and fortified foods | 2-amino-6-methylheptane (DMHA)  unauthorised substance - {composition},novel food ingredient   - {novel food} | United States",INFO,RASFF
High content of acrylamide in biscuits | cereals and bakery products | acrylamide  high level - {industrial contaminants} | Türkiye,CRITIQUE,RASFF
Cadmium exceeding regulatory maximal level in fish (Katsuwonus (Euthynnus) pelamis from Ecuador  | fish and fish products | cadmium   - {heavy metals} | Ecuador,CRITIQUE,RASFF
"Unauthorized novel food ingredients in food supplement from Canada, via the United Kingdom | dietetic foods, food supplements and fortified foods | novel food ingredient   - {novel food} | Canada",INFO,RASFF
"Pistacchi in guscio | fruits and vegetables | Aflatoxin   - {mycotoxins},Aflatoxin B1   - {mycotoxins} | Iran",CRITIQUE,RASFF
"aflatoxins in groundnuts from Argentina, via Spain | nuts, nut products and seeds | Aflatoxins B1  - {mycotoxins},aflatoxin total  - {mycotoxins} | Argentina",CRITIQUE,RASFF
"Salmonella and Aflatoxin B1 in sesame seeds from Iran | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},Salmonella London  - {pathogenic micro-organisms},Salmonella chester  - {pathogenic micro-organisms} | Iran",CRITIQUE,RASFF
"Pistacchi Sgusciati | fruits and vegetables | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Iran",CRITIQUE,RASFF
Salmonella spp. in frozen herbal mixture from Germany | herbs and spices | Salmonella spp.  - {pathogenic micro-organisms} | Germany,CRITIQUE,RASFF
"pesticide residues in fresh pepper from Turkey | fruits and vegetables | carbendazim  unauthorised substance - {pesticide residues},tau-fluvalinate   - {pesticide residues} | Türkiye",CRITIQUE,RASFF
"High content of THC in and unauthorized novel food CBD oil from Germany | dietetic foods, food supplements and fortified foods | novel food ingredient   - {novel food},tetrahydrocanabinol (THC)   - {biological contaminants} | Germany",INFO,RASFF
"Crystal violet and Leucocrystal violet in chilled seabream from Malta | fish and fish products | crystal violet  unauthorised substance - {residues of veterinary medicinal products},leucocrystal violet  unauthorised substance - {residues of veterinary medicinal products} | Malta",CRITIQUE,RASFF
Unauthorised substance Chlorpyrifos in grapefruits from Turkey | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,INFO,RASFF
Unauthorised substance chlorpyrifos-methyl in fresh peppers from Turkey | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
GELATINA DI COCCO ROSSA e FRUTTO DI PALMA SCIROPPATO ROSSO da Filippine | fruits and vegetables | colour  unauthorised - {food additives and flavourings} | Philippines,CRITIQUE,RASFF
Unauthorised pesticide residue Chlorpyriphos in oranges from Egypt | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Egypt,CRITIQUE,RASFF
"unauthorised substances crystal violet and leucocrystal violet in seabream from Malta | fish and fish products | crystal violet  unauthorised substance - {residues of veterinary medicinal products},leucocrystal violet  unauthorised substance - {residues of veterinary medicinal products} | Malta",CRITIQUE,RASFF
Maximum residue level exceeded for captan in organic cucumbers from Greece | fruits and vegetables | captan   - {pesticide residues} | Greece,INFO,RASFF
Improper import declaration for frozen tuna belly and crumbs from Guatemala | fish and fish products |  | Guatemala,CRITIQUE,RASFF
Ethyleenoxide in Melkbroodjes met chocola from France | cereals and bakery products | ethylene oxide   - {pesticide residues} | France,CRITIQUE,RASFF
Undeclared Mustard in a Batch of Chocolate Chip Cookie Mix | cereals and bakery products |  | Ireland,CRITIQUE,RASFF
Poor temperature control of sardines from Morocco | fish and fish products |  | Morocco,CRITIQUE,RASFF
control fisico desfavorable. Rotura de la cadena de frio | fish and fish products |  | Morocco,CRITIQUE,RASFF
CHEDP.ES.2020.0033377 | fish and fish products |  | Indonesia,CRITIQUE,RASFF
DITIOCARBAMATOS EN HIGOS CHUMBOS | fruits and vegetables | pesticide residues   - {pesticide residues} | Colombia,CRITIQUE,RASFF
Unauthorised substance Chlorpyrifos in bananas from Ecuador | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Ecuador,INFO,RASFF
Unauthorised pesticide residue Chlorpyriphos in oranges from Egypt | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Egypt,CRITIQUE,RASFF
"Exceeding maximum levels for pesticides in ground cumin from India | herbs and spices | chlorpyrifos   - {pesticide residues},clothianidin   - {pesticide residues},imidacloprid   - {pesticide residues},thiamethoxam   - {pesticide residues} | India",INFO,RASFF
Snack a base di frumento da Cina | cereals and bakery products | colour E 110 - Sunset Yellow FCF unauthorised use - {food additives and flavourings} | China,CRITIQUE,RASFF
pyraclostrobin in lollo bionda | fruits and vegetables | pyraclostrobin   - {pesticide residues} | Belgium,CRITIQUE,RASFF
"foodborne outbreak (tropane alkaloids) caused by, atropine (1938 µg/kg - ppb) and scopolamine (hyoscine ((-)-scopolamine): 1164 µg/kg - ppb) in deep frozen spinach puree from Slovakia | fruits and vegetables | atropine   - {natural toxins (other)},scopolamine   - {natural toxins (other)} | Slovakia",CRITIQUE,RASFF
"aflatoxins in almonds from the United States | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | United States",CRITIQUE,RASFF
"Histamine and cadmium in Tuna Fish from Pakistan | fish and fish products | cadmium   - {heavy metals},histamine   - {biological contaminants} | Pakistan",CRITIQUE,RASFF
oxido de etileno -cebolla en gránulos / ethylene oxide in onions granules from India | herbs and spices | ethylene oxide   - {pesticide residues} | India,CRITIQUE,RASFF
"Too high content of amygdalin in food supplement from the Czech Republic | dietetic foods, food supplements and fortified foods | cyanide  too high content - {biological contaminants} | Czechia",CRITIQUE,RASFF
"Piperine in 15 different food supplements | dietetic foods, food supplements and fortified foods |  | ",INFO,RASFF
Ochratoxin A in basmati rice from the Netherlands | cereals and bakery products | ochratoxin A   - {mycotoxins} | ,CRITIQUE,RASFF
peperoncino in fiocchi da Sri Lanka | herbs and spices | Aflatoxins B1  - {mycotoxins} | Sri Lanka,CRITIQUE,RASFF
"aflatoxin in Aregentine groundnuts | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Argentina",CRITIQUE,RASFF
"Presence of peanuts in king cake  | cereals and bakery products | peanut  presence - {allergens} | Belgium,Poland",CRITIQUE,RASFF
Chlorpyrifos in Nashi peer | fruits and vegetables | chlorpyrifos   - {pesticide residues} | China,CRITIQUE,RASFF
" ethylene oxide beyond the limits in sesame seeds | nuts, nut products and seeds | ethylene oxide   - {pesticide residues} | India",CRITIQUE,RASFF
"Labelling deficiencies in food supplements from Hungary  | dietetic foods, food supplements and fortified foods |  | Hungary",INFO,RASFF
"aflatoxins in pistachio kernels from Iran, dispatched from Turkey | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Iran",CRITIQUE,RASFF
"high levels of pesticides in grapefruit from Turkey | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues},fenbutatin oxide  unauthorised substance - {pesticide residues},prochloraz   - {pesticide residues} | Türkiye",INFO,RASFF
Residue of  pesticide Fosthiazate in baby potatoes | fruits and vegetables | fosthiazate   - {pesticide residues} | Egypt,CRITIQUE,RASFF
"Presence of a sildenafil analogue in a food supplement from the United Kingdom  | dietetic foods, food supplements and fortified foods | sildenafil thiono analogue unauthorised substance - {composition} | United Kingdom",CRITIQUE,RASFF
"Höchstmengenüberschreitung bei Pflanzenschutzmitteln in Auberginen aus der Dominikanischen Republik /// residue level above MRL for pesticides in eggplants from the Dominican Republic | fruits and vegetables | lambda-cyhalothrin   - {pesticide residues},methomyl unauthorised substance  - {pesticide residues},thiamethoxam   - {pesticide residues} | Dominican Republic",CRITIQUE,RASFF
"PISTACCHI SGUSCIATI | fruits and vegetables | Aflatoxin B1   - {mycotoxins},Aflatoxins B1  - {mycotoxins} | Iran",CRITIQUE,RASFF
CHEDD.ES.2021.0029606R | herbs and spices |  | Egypt,CRITIQUE,RASFF
"BORDER REJECTION | nuts, nut products and seeds | colour E 110 - Sunset Yellow FCF too high content - {food additives and flavourings} | Türkiye",CRITIQUE,RASFF
"AFLATOXINAS EN PISTACHOS | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},Aflatoxins B1  - {mycotoxins} | Iran",CRITIQUE,RASFF
"Epecie vegetal no autorizada / unauthorised novel food ingredient Caulophyllum thalictroides, Asparagus sarmentosus, Azadirachta indica in food supplemenent from UK | dietetic foods, food supplements and fortified foods |  | United Kingdom",CRITIQUE,RASFF
"Aflatoxins in Argentine peanuts | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Argentina",CRITIQUE,RASFF
Chloorpyrifos-ethyl 0.04 ppm in oranges from Egypt | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Egypt,CRITIQUE,RASFF
"Chlorpyrifos(-methyl) in pink grapefruit | fruits and vegetables | chlorpyrifos   - {pesticide residues},chlorpyrifos-methyl   - {pesticide residues} | Türkiye",CRITIQUE,RASFF
Presence of lead beyond the limits in white wine | fruits and vegetables | lead  high content - {heavy metals} | Italy,CRITIQUE,RASFF
Imazalil in pomegranates  | fruits and vegetables | imazalil   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
"Too much Aflatoxin B1 (value: 4,1 microgram/kg) in organig pitted dates from Pakistan  | fruits and vegetables | Aflatoxin B1   - {mycotoxins} | Pakistan",CRITIQUE,RASFF
Chlorpyrifos - methyl in fresh peppers from Turkey | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
Pesticide residue of Chlorpyrifos  in fresh orange from Egypt | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Egypt,CRITIQUE,RASFF
ethylene oxide in bread products with sesame seeds | cereals and bakery products |  | Netherlands,INFO,RASFF
Mitilo comune o cozza con presenza di Escherichia Coli | fish and fish products | Escherichia coli  high count - {pathogenic micro-organisms} | Italy,CRITIQUE,RASFF
Fosthiazate in fresh pepper from Turkey | fruits and vegetables | fosthiazate   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
Chlorpyrifos -methy in fresh peppers from Turkey | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
Ethylene oxide in curry Madras powder | herbs and spices | pesticide residues   - {pesticide residues} | India,CRITIQUE,RASFF
mercury in chilled yellowfin tuna filet // filone tonno pinne gialle  | fish and fish products | mercury   - {heavy metals} | Spain,CRITIQUE,RASFF
Listeria in smoked trout fillet  | fish and fish products | Listeria monocytogenes  - {pathogenic micro-organisms} | Germany,CRITIQUE,RASFF
"High levels of aflatoxins in hazelnuts halves from Georgia | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},Aflatoxins B1  - {mycotoxins} | Georgia",CRITIQUE,RASFF
exceeding allowedlimits of pesticides Chlorpyrifos in oranges  | fruits and vegetables | pesticide residues   - {pesticide residues} | Greece,INFO,RASFF
Unauthorised pesticide residue Chlorpyriphos in oranges from Egypt | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Egypt,INFO,RASFF
"Longe de thon - Histamine | fish and fish products | histamine   - {biological contaminants} | France,Sri Lanka",CRITIQUE,RASFF
Exceeding of maximum residue limits for thiophanate-methyl in Drumsticks (Moringa oleifera) from India | fruits and vegetables | thiophanate-methyl   - {pesticide residues} | India,INFO,RASFF
" aflatoxins in dried figs  | fruits and vegetables | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,RASFF
PRESENCE OF  FOREIGN BODY (PLASTIC) IN SALT FROM SPAIN | herbs and spices |  | Spain,INFO,RASFF
"Too high content of amygdaline in food supplement from Slovakia | dietetic foods, food supplements and fortified foods | cyanide  too high content - {biological contaminants} | Slovakia",CRITIQUE,RASFF
"Benzo(a)pyrene (24 μg/kg - ppb) in Super Absorbable Tocotrienols | dietetic foods, food supplements and fortified foods | benzo(a)pyrene   - {environmental pollutants} | United States",CRITIQUE,RASFF
"Benzo(a)pyrene 26 ppb and PAH4s 125,0 ppb in food supplement | dietetic foods, food supplements and fortified foods | benzo(a)pyrene   - {environmental pollutants},polycyclic aromatic hydrocarbons sum of  - {environmental pollutants} | United States",CRITIQUE,RASFF
Chlorpyrifos-methyl in grapefruits from Turkey | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
"Aflatoxins in Egyptian organic groundnuts | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Egypt",CRITIQUE,RASFF
"Aflatoxin B1 in Indian peanuts for bird feed only | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins} | India",CRITIQUE,RASFF
Ochratoxin A in dried figs from Turkey | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
Documentary Check not satisfactory in Mackerel (Scomber japonicus) from Oman | fish and fish products |  | Oman,CRITIQUE,RASFF
rechazo en frontera - partida retenida / rejection in BCP because of anisakis | fish and fish products |  | Morocco,CRITIQUE,RASFF
Carbofuran in Bacche di GOJI | fruits and vegetables | carbofuran   - {pesticide residues} | China,CRITIQUE,RASFF
"Benzo(a)pyrene 13 ppb and PAH4s  88,0 ppb in food supplement | dietetic foods, food supplements and fortified foods | benzo(a)pyrene   - {environmental pollutants},polycyclic aromatic hydrocarbons sum of  - {environmental pollutants} | United States",CRITIQUE,RASFF
Unauthorised pesticide residue chlorpyrifos in oranges from Egypt | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Egypt,INFO,RASFF
Pesticides in mandarines | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,INFO,RASFF
rupture of the cold chain Thunnus albacares | fish and fish products |  | Côte d'Ivoire,CRITIQUE,RASFF
Pyribaden in fresh pepper from Turkey | fruits and vegetables | pyridaben   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
"Unauthorised novel food ingredient Epimedium sagitattum in food supplement from Turkey | dietetic foods, food supplements and fortified foods | novel food ingredient  unauthorised - {novel food} | Türkiye",INFO,RASFF
"Novel food in food supplement | dietetic foods, food supplements and fortified foods | novel food  unauthorised - {novel food} | unknown origin",INFO,RASFF
Chlorpyrifos methyl in fresh mandarins from Turkey | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,INFO,RASFF
insufficient labelling of pappad from Inida  | cereals and bakery products |  | India,CRITIQUE,RASFF
chlorpyrifos in red grapefruits origin Turkey | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
"Bitter almonds in organic almonds and mixtures from Germany | nuts, nut products and seeds |  | Italy",CRITIQUE,RASFF
pesticide residues on plums  | fruits and vegetables | deltamethrin   - {pesticide residues} | Italy,CRITIQUE,RASFF
"presence of ethylene oxide sesame seeds origin India | nuts, nut products and seeds | ethylene oxide   - {pesticide residues} | India",CRITIQUE,RASFF
"Brak świadectwa urzędowego dla towaru: pasta z orzechów laskowych | nuts, nut products and seeds |  | Azerbaijan",CRITIQUE,RASFF
"Too high content of amygdalin in food supplement from Slovakia  | dietetic foods, food supplements and fortified foods | cyanide  too high content - {biological contaminants} | Slovakia",CRITIQUE,RASFF
"HUMMUS MADE FROM SESAME SEEDS WITH ETHYLENE OXIDE FROM SPAIN | nuts, nut products and seeds |  | Spain",CRITIQUE,RASFF
Flonicamid in fresh peppers freom Turkey  | fruits and vegetables | flonicamid   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
NOUGAT MADE FROM SESAME SEEDS WITH ETHYLENE OXIDE FROM SPAIN  | cereals and bakery products |  | Spain,CRITIQUE,RASFF
"S. Rubislaw, S. II 42:r:- in black pepper from Brazil | herbs and spices | Salmonella  enteritidis  - {pathogenic micro-organisms},Salmonella Rubislaw  - {pathogenic micro-organisms} | Brazil",CRITIQUE,RASFF
"Salmonella Poona, Salmonella Minnesota, Salmonella Coeln in black pepper from Brazil | herbs and spices | Salmonella Coeln  - {pathogenic micro-organisms},Salmonella Minnesota  - {pathogenic micro-organisms},Salmonella poona  - {pathogenic micro-organisms} | Brazil",CRITIQUE,RASFF
"Unauthorised novel food betel nuts | nuts, nut products and seeds |  | India",CRITIQUE,RASFF
"High levels of pesticides in Basmati rice | cereals and bakery products | bromide   - {pesticide residues},buprofezin   - {pesticide residues},carbendazim  unauthorised substance - {pesticide residues},thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues} | India",CRITIQUE,RASFF
"S. Gaminara, S. Matadi and S. Poona in black pepper from Brasil | herbs and spices | Salmonella Matadi   - {pathogenic micro-organisms},Salmonella gaminara  - {pathogenic micro-organisms},Salmonella poona  - {pathogenic micro-organisms} | Brazil",CRITIQUE,RASFF
"Unauthorized substance chlorpyrifos in pomegranates from Egypt  | fruits and vegetables | chlorpyrifos   - {pesticide residues},cyfluthrin   - {pesticide residues},lambda-cyhalothrin   - {pesticide residues} | Egypt",CRITIQUE,RASFF
"Lead (38 mg/kg - ppm) and mercury (3,4 mg/kg - ppm) in food supplement from India | dietetic foods, food supplements and fortified foods | lead  high content - {heavy metals},mercury   - {heavy metals} | India",CRITIQUE,RASFF
"High levels of pesticides in Basmati rice | cereals and bakery products | carbendazim  unauthorised substance - {pesticide residues},thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues} | India",CRITIQUE,RASFF
"Novel food ingredients in food supplement | dietetic foods, food supplements and fortified foods | novel food  unauthorised - {novel food},novel food ingredient Trametes versicolor unauthorised - {GMO / novel food} | unknown origin",INFO,RASFF
"aflatoxines in peanut butter from the USA | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | United States",CRITIQUE,RASFF
Chlorpyrifos- methyl in fresh pepper from Turkey | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
unauthorised substance ethylene oxide in sesame seeds used in bakery products | cereals and bakery products | ethylene oxide   - {pesticide residues} | Czechia,CRITIQUE,RASFF
"Aflatoxin in organic dried figs from Turkey | fruits and vegetables | Aflatoxins B1  - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,RASFF
Exceeding cadmium in garlic | herbs and spices | cadmium   - {heavy metals} | China,CRITIQUE,RASFF
Exceeding cadmium in garlic | herbs and spices | cadmium   - {heavy metals} | China,CRITIQUE,RASFF
Flonicamid in fresh pepper from Turkey  | fruits and vegetables | flonicamid   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
imazalil in pomegranates from Turkey  | fruits and vegetables | imazalil   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
Chlorpyrifos-methyl in fresh pepper from Turkey  | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
"aflatoxin B1 in peanut from Cina | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins} | China",CRITIQUE,RASFF
"Aflatoxin B1 in  peanuts | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins} | China",CRITIQUE,RASFF
"Pyridaben in fresh pepper from Turkey  | fruits and vegetables | etoxazole   - {pesticide residues},pyridaben   - {pesticide residues} | Türkiye",CRITIQUE,RASFF
"Carbendazim in pomegranate from Turkey  | fruits and vegetables | acetamiprid   - {pesticide residues},carbendazim  unauthorised substance - {pesticide residues},thiophanate-methyl   - {pesticide residues} | Türkiye",CRITIQUE,RASFF
Undeclared sulphite in green raisins | fruits and vegetables | sulphite  undeclared - {allergens} | Iran,CRITIQUE,RASFF
